l_f	r_f	l_hyaw_out	l_hrol_out	l_hpit_out	l_knee_out	l_apit_out	r_hyaw_out	r_hrol_out	r_hpit_out	r_knee_out	r_apit_out	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	
1.698577	1.567287	-0.191602	-0.295267	0.425331	0.874129	-0.490947	0.495299	-0.161329	0.980318	2.532010	-1.044252	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.081162	0.002533	-0.102796	-0.105453	0.253126	0.050494	0.010790	-0.000418	-0.086025	-0.460511	0.030020	0.019812	-0.019082	-0.121442	0.189423	0.013237	0.014938	-0.103405	-0.294741	0.194186	0.013390	0.028261	0.027847	-0.076141	0.093703	-0.021976	0.022222	-0.008616	-0.167011	0.120844	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.078358	0.004478	-0.103864	-0.119230	0.275878	0.052922	0.013870	-0.010257	-0.135939	-0.437574	0.022544	0.020593	0.012050	-0.100083	0.123631	0.013188	0.018477	-0.046633	-0.168013	0.180291	0.013699	0.019494	0.026949	-0.061254	0.042770	-0.020698	0.024522	0.014435	-0.064158	0.098228	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.073338	0.006627	-0.101557	-0.138173	0.286196	0.054014	0.017225	-0.011861	-0.153870	-0.404658	0.054250	0.011714	0.037497	-0.072124	0.042374	-0.002869	0.018016	0.000920	-0.060073	0.110504	0.008726	0.010911	0.028226	-0.041530	0.017084	-0.017128	0.026041	0.036453	0.001603	0.058944	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.706554	1.614183	-0.297571	-0.079845	0.269452	1.565042	-0.825285	0.557380	-0.564337	0.275190	2.341126	-1.623841	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.078358	0.004478	-0.103864	-0.119230	0.275878	0.052922	0.013870	-0.010257	-0.135939	-0.437574	0.022544	0.020593	0.012050	-0.100083	0.123631	0.013188	0.018477	-0.046633	-0.168013	0.180291	0.013699	0.019494	0.026949	-0.061254	0.042770	-0.020698	0.024522	0.014435	-0.064158	0.098228	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.073338	0.006627	-0.101557	-0.138173	0.286196	0.054014	0.017225	-0.011861	-0.153870	-0.404658	0.054250	0.011714	0.037497	-0.072124	0.042374	-0.002869	0.018016	0.000920	-0.060073	0.110504	0.008726	0.010911	0.028226	-0.041530	0.017084	-0.017128	0.026041	0.036453	0.001603	0.058944	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.066881	0.007801	-0.096443	-0.144070	0.288163	0.053893	0.020666	-0.006196	-0.156100	-0.389472	0.004029	0.006173	0.042834	-0.015587	-0.024378	-0.007964	0.019482	0.064650	0.012139	0.074911	-0.000606	0.005306	0.029496	-0.022514	0.007749	-0.009573	0.020178	0.045501	0.041832	0.028086	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.631868	1.664904	-0.363107	-0.128142	-0.032664	2.209397	-2.026637	0.498935	-0.767408	-0.148488	2.313241	-1.634470	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.073338	0.006627	-0.101557	-0.138173	0.286196	0.054014	0.017225	-0.011861	-0.153870	-0.404658	0.054250	0.011714	0.037497	-0.072124	0.042374	-0.002869	0.018016	0.000920	-0.060073	0.110504	0.008726	0.010911	0.028226	-0.041530	0.017084	-0.017128	0.026041	0.036453	0.001603	0.058944	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.066881	0.007801	-0.096443	-0.144070	0.288163	0.053893	0.020666	-0.006196	-0.156100	-0.389472	0.004029	0.006173	0.042834	-0.015587	-0.024378	-0.007964	0.019482	0.064650	0.012139	0.074911	-0.000606	0.005306	0.029496	-0.022514	0.007749	-0.009573	0.020178	0.045501	0.041832	0.028086	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.066753	0.008253	-0.091809	-0.144910	0.286860	0.053772	0.023293	0.012094	-0.149057	-0.381515	-0.002040	0.000966	0.019289	0.007863	-0.009068	-0.002890	0.010207	0.106617	0.077288	0.040643	-0.005192	0.003658	0.028898	0.001770	-0.003311	-0.001103	0.009097	0.031333	0.069860	-0.004196	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.629813	1.694745	-0.403461	-0.102047	-0.109809	2.219324	-2.373800	0.305159	-0.631602	-0.326143	1.867384	-1.170987	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.066881	0.007801	-0.096443	-0.144070	0.288163	0.053893	0.020666	-0.006196	-0.156100	-0.389472	0.004029	0.006173	0.042834	-0.015587	-0.024378	-0.007964	0.019482	0.064650	0.012139	0.074911	-0.000606	0.005306	0.029496	-0.022514	0.007749	-0.009573	0.020178	0.045501	0.041832	0.028086	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.066753	0.008253	-0.091809	-0.144910	0.286860	0.053772	0.023293	0.012094	-0.149057	-0.381515	-0.002040	0.000966	0.019289	0.007863	-0.009068	-0.002890	0.010207	0.106617	0.077288	0.040643	-0.005192	0.003658	0.028898	0.001770	-0.003311	-0.001103	0.009097	0.031333	0.069860	-0.004196	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.067697	0.008271	-0.088483	-0.143528	0.285436	0.053675	0.024392	0.025567	-0.129861	-0.379802	-0.008230	-0.000020	0.008210	0.003927	-0.014167	0.000060	0.007418	0.097903	0.085897	0.000575	-0.009697	0.001717	0.025082	0.033544	-0.032301	0.006482	-0.003518	0.015631	0.085379	-0.030437	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.629146	1.745372	-0.364511	-0.244735	-0.133822	1.849745	-2.626586	0.107525	-0.545813	-0.195854	1.402407	-0.759101	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.066753	0.008253	-0.091809	-0.144910	0.286860	0.053772	0.023293	0.012094	-0.149057	-0.381515	-0.002040	0.000966	0.019289	0.007863	-0.009068	-0.002890	0.010207	0.106617	0.077288	0.040643	-0.005192	0.003658	0.028898	0.001770	-0.003311	-0.001103	0.009097	0.031333	0.069860	-0.004196	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.067697	0.008271	-0.088483	-0.143528	0.285436	0.053675	0.024392	0.025567	-0.129861	-0.379802	-0.008230	-0.000020	0.008210	0.003927	-0.014167	0.000060	0.007418	0.097903	0.085897	0.000575	-0.009697	0.001717	0.025082	0.033544	-0.032301	0.006482	-0.003518	0.015631	0.085379	-0.030437	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.069849	0.008073	-0.087430	-0.140464	0.280814	0.053001	0.024959	0.038415	-0.114778	-0.382247	-0.015479	-0.001165	0.007102	0.008768	-0.046084	-0.009067	0.000974	0.109943	0.098273	-0.038328	-0.013586	0.000387	0.022386	0.063706	-0.063216	0.011724	-0.013541	-0.002100	0.098252	-0.045523	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.665503	1.779191	-0.256817	-0.471210	-0.095373	1.387009	-2.558733	0.036298	-0.732933	0.069330	0.999135	-0.873075	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.067697	0.008271	-0.088483	-0.143528	0.285436	0.053675	0.024392	0.025567	-0.129861	-0.379802	-0.008230	-0.000020	0.008210	0.003927	-0.014167	0.000060	0.007418	0.097903	0.085897	0.000575	-0.009697	0.001717	0.025082	0.033544	-0.032301	0.006482	-0.003518	0.015631	0.085379	-0.030437	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.069849	0.008073	-0.087430	-0.140464	0.280814	0.053001	0.024959	0.038415	-0.114778	-0.382247	-0.015479	-0.001165	0.007102	0.008768	-0.046084	-0.009067	0.000974	0.109943	0.098273	-0.038328	-0.013586	0.000387	0.022386	0.063706	-0.063216	0.011724	-0.013541	-0.002100	0.098252	-0.045523	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.072072	0.007605	-0.085717	-0.134229	0.271286	0.052527	0.024790	0.050339	-0.099014	-0.388358	-0.017600	-0.004188	0.024440	0.064388	-0.084172	-0.009980	-0.003043	0.094396	0.120798	-0.062459	-0.016842	-0.002824	0.018661	0.085278	-0.093174	0.013814	-0.021577	-0.016968	0.103571	-0.050824	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.671050	1.786957	-0.144658	-0.582238	-0.154163	0.633528	-1.721482	0.004163	-0.660391	0.029292	0.849667	-1.347458	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.069849	0.008073	-0.087430	-0.140464	0.280814	0.053001	0.024959	0.038415	-0.114778	-0.382247	-0.015479	-0.001165	0.007102	0.008768	-0.046084	-0.009067	0.000974	0.109943	0.098273	-0.038328	-0.013586	0.000387	0.022386	0.063706	-0.063216	0.011724	-0.013541	-0.002100	0.098252	-0.045523	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.072072	0.007605	-0.085717	-0.134229	0.271286	0.052527	0.024790	0.050339	-0.099014	-0.388358	-0.017600	-0.004188	0.024440	0.064388	-0.084172	-0.009980	-0.003043	0.094396	0.120798	-0.062459	-0.016842	-0.002824	0.018661	0.085278	-0.093174	0.013814	-0.021577	-0.016968	0.103571	-0.050824	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.075934	0.006720	-0.082806	-0.123265	0.249606	0.052360	0.023730	0.066804	-0.082145	-0.396584	-0.032469	-0.008794	0.025127	0.094029	-0.128112	-0.000998	-0.006586	0.049570	0.134217	-0.078481	-0.016831	-0.009004	0.014319	0.095110	-0.109860	0.014526	-0.031507	-0.032393	0.101683	-0.055689	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.645855	1.805931	-0.095016	-0.482257	-0.256457	-0.518784	-0.062075	-0.097178	-0.329872	-0.116966	0.554625	-1.586556	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.072072	0.007605	-0.085717	-0.134229	0.271286	0.052527	0.024790	0.050339	-0.099014	-0.388358	-0.017600	-0.004188	0.024440	0.064388	-0.084172	-0.009980	-0.003043	0.094396	0.120798	-0.062459	-0.016842	-0.002824	0.018661	0.085278	-0.093174	0.013814	-0.021577	-0.016968	0.103571	-0.050824	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.075934	0.006720	-0.082806	-0.123265	0.249606	0.052360	0.023730	0.066804	-0.082145	-0.396584	-0.032469	-0.008794	0.025127	0.094029	-0.128112	-0.000998	-0.006586	0.049570	0.134217	-0.078481	-0.016831	-0.009004	0.014319	0.095110	-0.109860	0.014526	-0.031507	-0.032393	0.101683	-0.055689	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.078693	0.005856	-0.076795	-0.109876	0.229615	0.051187	0.021313	0.072835	-0.057301	-0.405838	-0.028721	-0.011581	0.013331	0.107810	-0.170892	-0.018246	-0.015082	0.016124	0.110085	-0.077990	-0.016240	-0.016869	0.005998	0.091219	-0.115676	0.015761	-0.038989	-0.037985	0.089576	-0.066634	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.651747	1.837612	-0.025099	-0.270025	-0.188168	-1.237732	1.130299	-0.267679	-0.096192	0.057262	-0.364127	-1.597864	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.075934	0.006720	-0.082806	-0.123265	0.249606	0.052360	0.023730	0.066804	-0.082145	-0.396584	-0.032469	-0.008794	0.025127	0.094029	-0.128112	-0.000998	-0.006586	0.049570	0.134217	-0.078481	-0.016831	-0.009004	0.014319	0.095110	-0.109860	0.014526	-0.031507	-0.032393	0.101683	-0.055689	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.078693	0.005856	-0.076795	-0.109876	0.229615	0.051187	0.021313	0.072835	-0.057301	-0.405838	-0.028721	-0.011581	0.013331	0.107810	-0.170892	-0.018246	-0.015082	0.016124	0.110085	-0.077990	-0.016240	-0.016869	0.005998	0.091219	-0.115676	0.015761	-0.038989	-0.037985	0.089576	-0.066634	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.082929	0.003656	-0.075375	-0.088199	0.208048	0.048869	0.017760	0.074792	-0.040675	-0.421890	-0.025206	-0.017327	0.005172	0.096277	-0.173076	-0.010549	-0.022911	-0.006065	0.112208	-0.088758	-0.013432	-0.021915	0.000724	0.061746	-0.095041	0.016619	-0.040393	-0.041700	0.081285	-0.074424	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
1.685409	1.845883	0.046501	0.119653	-0.147469	-1.812338	1.975059	-0.347213	0.198025	-0.050391	-1.441992	-1.168730	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.078693	0.005856	-0.076795	-0.109876	0.229615	0.051187	0.021313	0.072835	-0.057301	-0.405838	-0.028721	-0.011581	0.013331	0.107810	-0.170892	-0.018246	-0.015082	0.016124	0.110085	-0.077990	-0.016240	-0.016869	0.005998	0.091219	-0.115676	0.015761	-0.038989	-0.037985	0.089576	-0.066634	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.082929	0.003656	-0.075375	-0.088199	0.208048	0.048869	0.017760	0.074792	-0.040675	-0.421890	-0.025206	-0.017327	0.005172	0.096277	-0.173076	-0.010549	-0.022911	-0.006065	0.112208	-0.088758	-0.013432	-0.021915	0.000724	0.061746	-0.095041	0.016619	-0.040393	-0.041700	0.081285	-0.074424	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.086660	0.000768	-0.075891	-0.076618	0.189049	0.048817	0.013665	0.074336	-0.025645	-0.435084	-0.016130	-0.017552	-0.004368	0.061972	-0.145028	0.000690	-0.026602	-0.018753	0.115212	-0.108679	-0.010078	-0.023078	-0.001583	0.031598	-0.059086	0.012655	-0.037741	-0.040384	0.060793	-0.085199	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
1.768342	1.823584	0.165916	0.488347	0.047785	-2.056203	2.227507	-0.464428	0.428549	-0.361663	-3.455153	0.446346	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.082929	0.003656	-0.075375	-0.088199	0.208048	0.048869	0.017760	0.074792	-0.040675	-0.421890	-0.025206	-0.017327	0.005172	0.096277	-0.173076	-0.010549	-0.022911	-0.006065	0.112208	-0.088758	-0.013432	-0.021915	0.000724	0.061746	-0.095041	0.016619	-0.040393	-0.041700	0.081285	-0.074424	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.086660	0.000768	-0.075891	-0.076618	0.189049	0.048817	0.013665	0.074336	-0.025645	-0.435084	-0.016130	-0.017552	-0.004368	0.061972	-0.145028	0.000690	-0.026602	-0.018753	0.115212	-0.108679	-0.010078	-0.023078	-0.001583	0.031598	-0.059086	0.012655	-0.037741	-0.040384	0.060793	-0.085199	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089417	-0.002023	-0.078151	-0.070618	0.166250	0.049122	0.009437	0.069107	-0.012558	-0.450640	-0.015572	-0.014434	-0.030099	0.040396	-0.070337	-0.002374	-0.023947	-0.033980	0.108184	-0.137891	-0.006623	-0.018495	-0.001533	-0.001558	-0.006693	0.007148	-0.030546	-0.035910	0.026099	-0.087156	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
1.852398	1.777945	0.214458	0.830656	0.202782	-2.077564	2.894832	-0.442255	0.708309	-0.724629	-5.281744	2.761827	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.086660	0.000768	-0.075891	-0.076618	0.189049	0.048817	0.013665	0.074336	-0.025645	-0.435084	-0.016130	-0.017552	-0.004368	0.061972	-0.145028	0.000690	-0.026602	-0.018753	0.115212	-0.108679	-0.010078	-0.023078	-0.001583	0.031598	-0.059086	0.012655	-0.037741	-0.040384	0.060793	-0.085199	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089417	-0.002023	-0.078151	-0.070618	0.166250	0.049122	0.009437	0.069107	-0.012558	-0.450640	-0.015572	-0.014434	-0.030099	0.040396	-0.070337	-0.002374	-0.023947	-0.033980	0.108184	-0.137891	-0.006623	-0.018495	-0.001533	-0.001558	-0.006693	0.007148	-0.030546	-0.035910	0.026099	-0.087156	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089969	-0.004358	-0.086139	-0.068885	0.161011	0.049546	0.007404	0.064329	0.004260	-0.466643	0.001235	-0.018426	-0.050469	0.004040	-0.002148	0.008836	-0.019494	-0.049461	0.044668	-0.135577	-0.003582	-0.008832	0.007172	-0.034145	0.031969	-0.000245	-0.022083	-0.036559	-0.042564	-0.064455	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.841136	1.663995	0.306398	1.029728	0.321030	-1.733101	3.194178	-0.386146	0.909463	-0.836720	-5.497689	4.314479	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089417	-0.002023	-0.078151	-0.070618	0.166250	0.049122	0.009437	0.069107	-0.012558	-0.450640	-0.015572	-0.014434	-0.030099	0.040396	-0.070337	-0.002374	-0.023947	-0.033980	0.108184	-0.137891	-0.006623	-0.018495	-0.001533	-0.001558	-0.006693	0.007148	-0.030546	-0.035910	0.026099	-0.087156	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089969	-0.004358	-0.086139	-0.068885	0.161011	0.049546	0.007404	0.064329	0.004260	-0.466643	0.001235	-0.018426	-0.050469	0.004040	-0.002148	0.008836	-0.019494	-0.049461	0.044668	-0.135577	-0.003582	-0.008832	0.007172	-0.034145	0.031969	-0.000245	-0.022083	-0.036559	-0.042564	-0.064455	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089449	-0.006101	-0.092002	-0.071034	0.164035	0.049679	0.005616	0.057703	0.006848	-0.487656	0.002217	-0.010334	-0.049714	-0.026466	0.045499	0.000535	-0.009394	-0.059035	-0.023101	-0.083001	-0.000887	0.005367	0.016076	-0.063146	0.072351	-0.007010	-0.009674	-0.040798	-0.124347	-0.002032	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.801554	1.536142	0.395725	0.788579	-0.073936	-1.014884	2.971466	-0.306090	0.789944	-0.776853	-3.361143	3.519806	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089969	-0.004358	-0.086139	-0.068885	0.161011	0.049546	0.007404	0.064329	0.004260	-0.466643	0.001235	-0.018426	-0.050469	0.004040	-0.002148	0.008836	-0.019494	-0.049461	0.044668	-0.135577	-0.003582	-0.008832	0.007172	-0.034145	0.031969	-0.000245	-0.022083	-0.036559	-0.042564	-0.064455	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089449	-0.006101	-0.092002	-0.071034	0.164035	0.049679	0.005616	0.057703	0.006848	-0.487656	0.002217	-0.010334	-0.049714	-0.026466	0.045499	0.000535	-0.009394	-0.059035	-0.023101	-0.083001	-0.000887	0.005367	0.016076	-0.063146	0.072351	-0.007010	-0.009674	-0.040798	-0.124347	-0.002032	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.087746	-0.006563	-0.097246	-0.078031	0.174381	0.049415	0.005323	0.048163	-0.003224	-0.493336	0.013482	-0.001615	-0.048592	-0.077674	0.107843	0.002147	0.000805	-0.085816	-0.125145	0.002169	0.002010	0.021289	0.026140	-0.082170	0.109961	-0.012543	0.004273	-0.043821	-0.196816	0.068427	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.753482	1.446986	0.428526	0.354361	-0.278328	-0.513906	1.466356	-0.084394	0.541486	-0.179569	-0.562717	1.974302	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.089449	-0.006101	-0.092002	-0.071034	0.164035	0.049679	0.005616	0.057703	0.006848	-0.487656	0.002217	-0.010334	-0.049714	-0.026466	0.045499	0.000535	-0.009394	-0.059035	-0.023101	-0.083001	-0.000887	0.005367	0.016076	-0.063146	0.072351	-0.007010	-0.009674	-0.040798	-0.124347	-0.002032	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.087746	-0.006563	-0.097246	-0.078031	0.174381	0.049415	0.005323	0.048163	-0.003224	-0.493336	0.013482	-0.001615	-0.048592	-0.077674	0.107843	0.002147	0.000805	-0.085816	-0.125145	0.002169	0.002010	0.021289	0.026140	-0.082170	0.109961	-0.012543	0.004273	-0.043821	-0.196816	0.068427	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.085660	-0.004975	-0.101760	-0.088252	0.199085	0.049823	0.006541	0.028225	-0.025837	-0.486209	0.009374	0.019846	-0.042547	-0.086982	0.159792	0.003704	0.007641	-0.108734	-0.205142	0.105255	0.005855	0.031518	0.029546	-0.087157	0.129785	-0.017537	0.014893	-0.035524	-0.224570	0.114043	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.673165	1.403581	0.298234	-0.305881	-0.157817	0.020029	-0.639132	0.104674	0.364266	0.587865	2.046936	0.752603	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.087746	-0.006563	-0.097246	-0.078031	0.174381	0.049415	0.005323	0.048163	-0.003224	-0.493336	0.013482	-0.001615	-0.048592	-0.077674	0.107843	0.002147	0.000805	-0.085816	-0.125145	0.002169	0.002010	0.021289	0.026140	-0.082170	0.109961	-0.012543	0.004273	-0.043821	-0.196816	0.068427	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.085660	-0.004975	-0.101760	-0.088252	0.199085	0.049823	0.006541	0.028225	-0.025837	-0.486209	0.009374	0.019846	-0.042547	-0.086982	0.159792	0.003704	0.007641	-0.108734	-0.205142	0.105255	0.005855	0.031518	0.029546	-0.087157	0.129785	-0.017537	0.014893	-0.035524	-0.224570	0.114043	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.013909	0.012119	-0.001243	0.003518	0.007317	-0.084661	-0.003196	-0.106565	-0.099747	0.222564	0.050559	0.008901	0.013308	-0.076186	-0.468183	0.008266	0.021061	-0.013328	-0.094194	0.188018	0.019214	0.012629	-0.101953	-0.254320	0.174887	0.011289	0.035057	0.030172	-0.083377	0.128317	-0.019540	0.020661	-0.023302	-0.182669	0.125654	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
