C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.574725	0.180043	-1.664987	0.963330	-1.538869	-0.528548	-0.171915	1.141134	-1.072374	1.452339	0.594053	0.183680	-1.643235	0.945409	-1.451983	-0.526727	-0.187946	1.036899	-1.197728	1.305298	-0.038300	-0.156466	-0.191542	0.007809	-1.748346	0.048020	0.419367	1.072527	1.605716	-0.129020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.573086	0.181136	-1.640410	0.965068	-1.504810	-0.522448	-0.195070	1.190394	-1.052719	1.572397	0.593935	0.182490	-1.645059	0.945696	-1.483492	-0.526004	-0.182135	1.064121	-1.176077	1.309388	-0.091071	-0.107540	-0.207594	0.129897	-1.155421	0.074595	0.300169	1.293728	1.877471	0.726900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.572414	0.178706	-1.609159	0.977591	-1.476400	-0.506945	-0.219611	1.235157	-1.020860	1.692789	0.592336	0.181840	-1.647944	0.946771	-1.496240	-0.525011	-0.179478	1.088250	-1.139516	1.329956	-0.162651	-0.028202	-0.104511	0.121168	-0.590132	0.070273	0.095157	1.804397	1.635945	2.313034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.571197	0.174798	-1.572455	1.001627	-1.430852	-0.486314	-0.249174	1.285704	-0.978813	1.801653	0.589229	0.181419	-1.646171	0.949410	-1.499153	-0.523092	-0.179819	1.116339	-1.115895	1.353481	-0.208195	-0.023758	0.177989	0.322694	-0.006669	0.143123	-0.089357	2.298647	1.765336	1.749294	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.570289	0.170983	-1.532966	1.031538	-1.387959	-0.462162	-0.282045	1.331766	-0.946041	1.901423	0.586136	0.180834	-1.640266	0.959025	-1.496440	-0.517547	-0.182795	1.147475	-1.093310	1.434933	-0.209260	-0.038435	0.454003	0.461494	0.414599	0.335359	-0.186907	2.477188	2.015570	4.425302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.566078	0.171843	-1.497546	1.058730	-1.345510	-0.436061	-0.315766	1.375846	-0.926303	1.998449	0.584839	0.179990	-1.628544	0.970787	-1.487052	-0.508659	-0.185814	1.200061	-1.068268	1.505798	-0.066291	-0.067820	1.008539	1.445492	0.533498	0.567450	-0.422325	2.543897	2.277889	5.394319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.553734	0.177118	-1.478893	1.075649	-1.341458	-0.412504	-0.337714	1.389134	-0.928924	2.064033	0.582520	0.178803	-1.605359	0.987195	-1.471895	-0.496582	-0.195384	1.239368	-1.025843	1.580773	-0.254393	-0.080064	1.130296	1.104198	1.571340	0.719775	-0.708752	2.808801	1.731820	5.955342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.532559	0.192502	-1.486532	1.070646	-1.382687	-0.392034	-0.339906	1.361638	-0.962620	2.039633	0.578954	0.177831	-1.584509	0.998231	-1.449282	-0.482001	-0.209690	1.277182	-1.000903	1.647918	-0.276693	-0.062677	1.575186	0.769960	1.870544	0.871103	-0.946773	2.772478	1.649297	4.772624	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.501872	0.212569	-1.521401	1.035965	-1.486282	-0.374458	-0.312587	1.287256	-1.046702	1.931030	0.573806	0.177233	-1.561219	1.019559	-1.427821	-0.464884	-0.226073	1.308857	-0.980212	1.769478	-0.345226	-0.026042	1.759260	0.471325	1.589887	0.910664	-1.020593	2.259359	1.738754	5.334831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.464075	0.235909	-1.589252	0.967930	-1.617746	-0.355434	-0.251835	1.172554	-1.158222	1.789134	0.566476	0.177428	-1.540955	1.025569	-1.403608	-0.454287	-0.241289	1.339523	-0.966647	1.835277	-0.390465	0.066025	1.575269	0.158801	0.350918	1.193790	-0.884900	0.791256	0.683362	3.893999	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.423680	0.248576	-1.664800	0.890228	-1.751979	-0.338367	-0.180813	1.042356	-1.278265	1.643452	0.558370	0.180480	-1.522701	1.023766	-1.409114	-0.436029	-0.251570	1.342433	-0.973118	1.865788	-0.565981	0.249714	0.307581	-0.525013	-1.165342	1.103455	-0.537489	-0.070929	-1.271683	1.202484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.392159	0.257813	-1.709199	0.852767	-1.804608	-0.333860	-0.129382	0.915243	-1.390602	1.497580	0.546425	0.186317	-1.527677	1.020134	-1.439828	-0.422247	-0.253602	1.323822	-1.007467	1.876277	-0.956923	0.349507	-0.733471	-0.397975	-3.271162	0.588425	-0.000241	-1.800764	-3.693573	0.284261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.380581	0.262804	-1.688490	0.890636	-1.689711	-0.343746	-0.126447	0.846385	-1.438828	1.380148	0.524092	0.193260	-1.548471	0.983494	-1.492475	-0.411445	-0.246100	1.278806	-1.061132	1.834536	-1.746289	0.397873	-1.929832	-2.636084	-4.867128	0.470619	0.553664	-4.001225	-5.076872	-3.384435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.385306	0.259001	-1.620910	0.951772	-1.551759	-0.354275	-0.156608	0.875876	-1.376676	1.389068	0.509229	0.200925	-1.581323	0.949096	-1.573476	-0.397968	-0.238501	1.180308	-1.124282	1.774837	-1.389021	0.473665	-2.855573	-2.915729	-2.985290	0.738009	1.053401	-4.971541	-5.246609	-5.450755	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.399501	0.263089	-1.555543	1.003559	-1.412239	-0.364375	-0.190915	0.917070	-1.296850	1.435587	0.495812	0.208331	-1.616998	0.925181	-1.602762	-0.391395	-0.224468	1.108312	-1.235955	1.703210	-0.529741	0.423084	-0.809002	-1.327994	-1.383805	0.056353	0.926567	-5.065084	-4.520290	-6.051716	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.426804	0.268741	-1.498488	1.057695	-1.281112	-0.390531	-0.213916	0.953054	-1.244076	1.465730	0.488306	0.213713	-1.619140	0.909493	-1.601543	-0.390032	-0.213665	1.055115	-1.286570	1.636564	-0.391468	0.263318	0.243636	-0.726037	1.013198	0.120793	0.582368	-3.811190	-2.315493	-4.914868	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.462772	0.268978	-1.445989	1.126819	-1.161507	-0.427740	-0.231937	0.989039	-1.220036	1.462219	0.484648	0.218053	-1.607016	0.923464	-1.571831	-0.387312	-0.207990	1.021042	-1.302969	1.560325	-0.192691	0.239199	1.046826	1.229029	3.231520	0.375001	0.280410	-2.265521	-0.266446	-2.320054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.495028	0.262814	-1.404601	1.198080	-1.078141	-0.453510	-0.257199	1.022806	-1.204678	1.488145	0.485031	0.220569	-1.587070	0.946324	-1.498641	-0.386259	-0.205854	0.988952	-1.298591	1.531797	0.012138	0.263541	1.451681	1.975898	4.255968	-0.032293	0.048979	-0.722080	0.929515	-1.285874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052647	-0.167757	-5.357797	-0.109279	-0.246318	0.786508	-2.674651	-1.058143	11.355013	1.000000	0.000000	0.000000	0.000000	
0.523930	0.252059	-1.387294	1.245855	-1.066061	-0.460576	-0.275283	1.036586	-1.181002	1.492994	0.488476	0.224207	-1.554510	0.977577	-1.431343	-0.389199	-0.206783	0.983164	-1.268514	1.515477	0.074496	0.235732	1.593366	2.640333	5.523950	-0.219586	-0.164931	-0.044291	1.516722	-1.053340	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043497	-0.155520	-5.087147	0.292512	-0.039790	-0.051429	-0.514963	-1.215251	10.366097	1.000000	0.000000	0.000000	0.000000	
0.536873	0.245663	-1.377475	1.250333	-1.101506	-0.462222	-0.284178	1.052516	-1.169149	1.507039	0.490740	0.227786	-1.526842	1.007625	-1.362898	-0.396136	-0.211767	0.988089	-1.246844	1.502835	0.042346	0.238767	2.176344	2.368282	5.444860	-0.458163	-0.359640	0.560891	1.470753	-0.907950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041668	-0.153073	-5.033018	0.332691	-0.019137	-0.135223	-0.298994	-1.230961	10.267206	1.000000	0.000000	0.000000	0.000000	
0.543429	0.237942	-1.373893	1.233395	-1.138870	-0.460000	-0.292801	1.068404	-1.161392	1.502258	0.495143	0.230989	-1.497850	1.075454	-1.300620	-0.405835	-0.219186	0.996368	-1.227630	1.496695	0.283405	0.204174	2.381207	2.962231	4.508709	-0.639054	-0.483800	0.663285	1.508032	-0.129181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041302	-0.152583	-5.022192	0.336709	-0.017072	-0.143602	-0.277397	-1.232533	10.257317	1.000000	0.000000	0.000000	0.000000	
0.550206	0.227474	-1.376657	1.215418	-1.150024	-0.452089	-0.303242	1.082177	-1.152597	1.491081	0.499537	0.233133	-1.469393	1.115386	-1.230198	-0.417566	-0.224055	1.009874	-1.210290	1.496292	0.565744	0.112311	2.122522	2.819228	2.429493	-0.716467	-0.557866	0.701442	1.281444	0.056875	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041228	-0.152485	-5.020026	0.337111	-0.016866	-0.144440	-0.275238	-1.232690	10.256328	1.000000	0.000000	0.000000	0.000000	
0.559682	0.214387	-1.384132	1.202491	-1.136937	-0.441066	-0.314382	1.096050	-1.147391	1.485049	0.509771	0.233860	-1.437796	1.145570	-1.202519	-0.427739	-0.232306	1.022390	-1.185932	1.496550	0.688198	-0.002727	1.102109	1.880175	1.118847	-0.546237	-0.536193	0.977449	0.857478	-0.022230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041214	-0.152466	-5.019593	0.337151	-0.016845	-0.144524	-0.275022	-1.232705	10.256228	1.000000	0.000000	0.000000	0.000000	
0.570439	0.200859	-1.396923	1.199157	-1.110470	-0.430832	-0.323644	1.105307	-1.150476	1.493837	0.521923	0.233214	-1.423528	1.166487	-1.189737	-0.434378	-0.241405	1.035822	-1.172264	1.496844	0.773726	-0.050291	0.797668	1.353555	0.635330	-0.316346	-0.568922	0.973643	0.933729	0.039653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041211	-0.152462	-5.019506	0.337155	-0.016843	-0.144532	-0.275000	-1.232707	10.256219	1.000000	0.000000	0.000000	0.000000	
0.581182	0.192807	-1.415838	1.201853	-1.101986	-0.424746	-0.330761	1.106400	-1.153479	1.501742	0.533538	0.231251	-1.414907	1.180751	-1.179547	-0.435609	-0.250284	1.049996	-1.160491	1.494334	0.722955	-0.123677	0.508992	0.149314	0.681198	0.048627	-0.515197	1.172171	0.819216	-0.114682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019489	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.589860	0.188706	-1.438291	1.194709	-1.107699	-0.424294	-0.333020	1.103489	-1.164145	1.498865	0.543421	0.229671	-1.410348	1.184719	-1.161903	-0.433917	-0.259031	1.074616	-1.152902	1.493808	0.491051	-0.235704	0.319601	0.084724	0.954486	0.318930	-0.514478	1.104783	0.402968	-0.021937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019486	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.594658	0.187456	-1.463839	1.182280	-1.123662	-0.425562	-0.331594	1.094681	-1.182220	1.488612	0.551457	0.225752	-1.407957	1.184470	-1.149092	-0.426550	-0.266742	1.090858	-1.147289	1.494430	0.436454	-0.299251	-0.044812	-0.169499	0.859678	0.443670	-0.434144	1.181795	-0.064392	0.057130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.597394	0.186622	-1.490032	1.165333	-1.140384	-0.429069	-0.326180	1.080935	-1.207436	1.476510	0.558565	0.221002	-1.411866	1.182385	-1.139236	-0.420594	-0.273995	1.103993	-1.148008	1.494893	0.336775	-0.303280	-0.353444	-0.261224	0.689674	0.243276	-0.426111	0.920795	-0.180921	0.082485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.599484	0.187300	-1.517786	1.147226	-1.161793	-0.435162	-0.317975	1.059320	-1.234719	1.448753	0.565003	0.216595	-1.419675	1.174989	-1.133799	-0.418554	-0.280422	1.112557	-1.152756	1.494550	0.291910	-0.261807	-0.659989	-0.465816	0.334180	-0.034996	-0.405533	0.507346	-0.649716	-0.072013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.602618	0.191089	-1.549201	1.129927	-1.199695	-0.446693	-0.304794	1.028091	-1.264010	1.390960	0.568665	0.212216	-1.431463	1.166191	-1.130628	-0.419261	-0.283824	1.117687	-1.162091	1.493076	0.332789	-0.247191	-1.011689	-0.870135	-0.025906	-0.132616	-0.331356	0.008859	-0.853629	-0.143297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.607545	0.198261	-1.581289	1.112533	-1.246321	-0.461752	-0.287727	0.991227	-1.292721	1.312672	0.572984	0.208456	-1.457013	1.156798	-1.132926	-0.421778	-0.287218	1.114327	-1.179637	1.487958	0.172864	-0.227118	-1.155038	-0.736085	-0.309678	-0.163316	-0.222739	-0.498132	-0.860061	-0.621526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.613355	0.202559	-1.607741	1.096146	-1.290457	-0.475397	-0.270077	0.955934	-1.313453	1.231928	0.576368	0.205378	-1.475911	1.148836	-1.137747	-0.425892	-0.289068	1.102798	-1.194317	1.480925	0.146403	-0.207662	-1.155414	-0.645908	-0.181022	-0.267585	-0.086250	-1.100193	-1.216647	-0.599556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.617716	0.197970	-1.620816	1.082109	-1.317849	-0.486515	-0.256086	0.938033	-1.314899	1.189074	0.579711	0.203090	-1.492050	1.137623	-1.145618	-0.433136	-0.289067	1.084256	-1.213005	1.444670	0.143757	-0.128945	-0.980970	-0.643870	-0.911448	-0.466452	0.013476	-1.551238	-1.660593	-2.453844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.624174	0.187687	-1.623940	1.077006	-1.323048	-0.498385	-0.248116	0.935821	-1.306141	1.199191	0.584232	0.201906	-1.506086	1.127747	-1.165513	-0.438293	-0.287088	1.051346	-1.233416	1.406207	0.373808	-0.117583	-0.862327	-1.090339	-0.932146	-0.552642	0.168850	-1.418371	-1.659622	-3.253448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.630493	0.176258	-1.621201	1.076424	-1.302605	-0.509831	-0.239679	0.944613	-1.294385	1.244951	0.588142	0.199633	-1.522174	1.114261	-1.182166	-0.447879	-0.283178	1.030684	-1.263646	1.365096	0.159518	-0.203688	-0.634105	-1.204779	-1.401827	-0.753191	0.230916	-1.391125	-1.251238	-3.420649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.635194	0.167312	-1.618378	1.076474	-1.278355	-0.519211	-0.230787	0.953815	-1.279184	1.289036	0.590329	0.195713	-1.530771	1.100537	-1.198874	-0.459538	-0.278543	1.014774	-1.278513	1.328496	0.134599	-0.283254	-0.715972	-1.052210	-1.480202	-0.804652	0.334832	-1.199961	-0.788154	-2.728974	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.638292	0.163735	-1.624024	1.077715	-1.288203	-0.525715	-0.220341	0.955968	-1.258620	1.320912	0.599709	0.190559	-1.540463	1.077146	-1.211788	-0.470448	-0.272955	1.005413	-1.284976	1.291878	0.756752	-0.357514	-0.898640	-0.865961	-0.835478	-0.635317	0.331265	-0.451511	-0.326579	-0.897542	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.638928	0.162941	-1.634782	1.077084	-1.331668	-0.528256	-0.206629	0.953311	-1.241631	1.327185	0.608152	0.184512	-1.550132	1.067912	-1.224718	-0.479343	-0.269244	0.999833	-1.286099	1.284263	1.164441	-0.359124	-0.714508	-0.491394	-0.317353	-0.450881	0.434434	-0.296405	0.145313	-0.023451	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.637683	0.160073	-1.641040	1.069349	-1.368390	-0.527139	-0.192836	0.957869	-1.230001	1.294941	0.617959	0.179159	-1.558003	1.061824	-1.229582	-0.486405	-0.262339	0.995760	-1.278738	1.287490	0.367698	-0.348816	-0.245932	-0.481854	-0.279499	-0.414989	0.443588	-0.413500	0.422818	0.632768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.635175	0.152973	-1.639514	1.062681	-1.389359	-0.524710	-0.181261	0.977061	-1.212386	1.247891	0.622828	0.174663	-1.562073	1.057359	-1.237413	-0.492276	-0.254503	0.990802	-1.270941	1.293443	0.253127	-0.229138	-0.202565	-0.411107	-0.697959	-0.400931	0.457299	-0.491513	0.597133	0.464585	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.632281	0.146111	-1.634799	1.060184	-1.414983	-0.520926	-0.172719	1.002039	-1.187555	1.211457	0.626104	0.170791	-1.564366	1.050553	-1.250708	-0.497158	-0.246159	0.986999	-1.262766	1.300110	0.098595	-0.220660	-0.159842	-0.257468	-1.294657	-0.263430	0.476118	-0.248060	0.659930	-0.002396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.627924	0.141150	-1.630365	1.059644	-1.447115	-0.516271	-0.166986	1.025038	-1.160792	1.208036	0.628844	0.168377	-1.565163	1.046526	-1.276292	-0.499807	-0.237624	0.985487	-1.252455	1.294852	0.097100	-0.268667	-0.082287	-0.308407	-1.211252	-0.256659	0.486142	0.013580	0.952360	-0.785407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.622533	0.142312	-1.626742	1.054716	-1.471613	-0.512150	-0.166868	1.049006	-1.136153	1.233607	0.631597	0.164574	-1.566098	1.043104	-1.294447	-0.502203	-0.229010	0.990032	-1.232073	1.280957	0.191171	-0.236245	0.054585	-0.236729	-1.269214	-0.144313	0.473186	0.465479	1.006030	-1.345277	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.617384	0.148269	-1.621966	1.046449	-1.478224	-0.507814	-0.171343	1.073390	-1.115882	1.275016	0.634619	0.160534	-1.565171	1.041401	-1.312690	-0.503457	-0.220640	0.999325	-1.215492	1.267418	0.165682	-0.271388	0.075251	-0.173727	-1.393658	-0.028390	0.478870	0.824736	1.273120	-1.041832	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.613370	0.157838	-1.615703	1.038261	-1.466702	-0.502316	-0.179565	1.098672	-1.099608	1.307412	0.636290	0.156866	-1.563143	1.040624	-1.332503	-0.503587	-0.212697	1.012550	-1.196496	1.250776	-0.007859	-0.223721	0.091276	0.038461	-1.611991	-0.002839	0.452684	1.035143	1.551082	-0.303092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.609417	0.166679	-1.605196	1.037336	-1.442825	-0.497886	-0.194893	1.129758	-1.084907	1.349415	0.636382	0.154485	-1.561405	1.040372	-1.364431	-0.501771	-0.208596	1.038023	-1.177164	1.250379	-0.046151	-0.137530	0.057982	-0.045009	-1.480280	0.226542	0.368641	1.216707	1.453252	0.367509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
0.606051	0.173381	-1.589705	1.044114	-1.408887	-0.493025	-0.213818	1.159212	-1.066365	1.401508	0.634558	0.153395	-1.561833	1.039692	-1.382012	-0.497700	-0.203826	1.058239	-1.149306	1.257934	-0.259358	-0.063771	-0.095401	-0.109190	-1.093719	0.308804	0.297423	1.482627	1.300394	0.752126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041210	-0.152461	-5.019485	0.337155	-0.016843	-0.144533	-0.274998	-1.232707	10.256218	1.000000	0.000000	0.000000	0.000000	
