C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.545935	0.250147	-1.369375	1.188410	-1.100754	-0.547515	-0.211253	1.368338	-1.182984	1.103143	0.545918	0.250149	-1.369386	1.188352	-1.100784	-0.547512	-0.211226	1.368393	-1.182933	1.103123	0.021100	-0.014110	0.048427	-0.022495	-0.045992	-0.037605	-0.011156	-0.000147	0.000467	-0.082272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000179	0.000912	0.000431	-0.124350	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.536911	0.248989	-1.372745	1.183092	-1.083340	-0.542250	-0.208250	1.360501	-1.200033	1.061526	0.545825	0.250156	-1.371387	1.187523	-1.100785	-0.547488	-0.210855	1.370405	-1.182012	1.103219	-0.022317	-0.004901	-0.145212	-0.127876	-0.060433	-0.035167	0.015169	0.153529	0.038433	-0.036144	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.529357	0.247706	-1.376823	1.180716	-1.068757	-0.537382	-0.206759	1.353436	-1.215404	1.029792	0.545733	0.250157	-1.373290	1.186364	-1.100736	-0.547459	-0.210619	1.372019	-1.180737	1.103239	-0.051087	0.005326	-0.182024	-0.166331	0.032343	-0.048882	0.027108	0.078166	0.052698	-0.097835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.523750	0.246662	-1.381409	1.181096	-1.057795	-0.532863	-0.207763	1.346400	-1.223989	1.017627	0.545012	0.250133	-1.376749	1.184726	-1.099006	-0.547187	-0.210168	1.372899	-1.180870	1.098299	-0.040005	-0.008773	-0.255497	-0.117832	0.261467	0.009070	0.027138	-0.020100	-0.148274	-0.623959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.518358	0.244789	-1.384223	1.179978	-1.052325	-0.529630	-0.209855	1.340264	-1.228154	1.013098	0.543826	0.250039	-1.379815	1.182751	-1.094298	-0.546623	-0.209512	1.372445	-1.183296	1.087423	-0.133117	-0.018325	-0.269824	-0.126941	0.500737	-0.013051	0.032957	-0.085761	-0.248633	-1.015066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.512799	0.242136	-1.385977	1.176482	-1.047859	-0.527877	-0.210141	1.335191	-1.232041	1.008444	0.541844	0.249762	-1.383385	1.181484	-1.084342	-0.545251	-0.209026	1.371409	-1.189645	1.074464	-0.180814	-0.053014	-0.313132	-0.110404	0.503726	0.078956	0.028886	-0.092327	-0.317992	-1.099542	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.507311	0.240885	-1.388387	1.172158	-1.040004	-0.526684	-0.208000	1.330791	-1.235402	1.001153	0.538855	0.249489	-1.386886	1.180261	-1.077964	-0.544249	-0.208880	1.369554	-1.194017	1.055612	-0.220480	-0.041361	-0.310484	-0.122709	0.458660	0.046282	-0.011070	-0.173245	-0.331908	-0.692723	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.502618	0.240856	-1.392010	1.169595	-1.027842	-0.525572	-0.205612	1.327552	-1.238551	0.990017	0.535324	0.248933	-1.392820	1.179071	-1.072036	-0.543249	-0.208851	1.365863	-1.198308	1.045613	-0.217467	-0.040196	-0.257875	-0.130918	0.440194	0.056973	-0.011576	-0.251130	-0.329810	-0.676468	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.498546	0.241458	-1.395242	1.167400	-1.015301	-0.524391	-0.204437	1.325165	-1.241811	0.977481	0.531056	0.248224	-1.396091	1.176895	-1.066997	-0.542152	-0.208788	1.362992	-1.202487	1.036974	-0.266021	-0.070323	-0.217717	-0.149188	0.501161	0.072000	-0.009300	-0.237981	-0.329600	-0.639947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.494876	0.242155	-1.397765	1.164282	-1.002887	-0.523287	-0.203554	1.323616	-1.245271	0.965268	0.526131	0.247630	-1.399145	1.174835	-1.057386	-0.540600	-0.208477	1.360067	-1.209986	1.028170	-0.354628	-0.045418	-0.185784	-0.144035	0.430486	0.118868	0.025824	-0.247135	-0.360985	-0.695618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.491146	0.243116	-1.399883	1.160244	-0.990678	-0.521885	-0.202201	1.322354	-1.247720	0.953412	0.521027	0.247132	-1.402397	1.172218	-1.048945	-0.539248	-0.208197	1.356986	-1.214976	1.014025	-0.419322	-0.044091	-0.241915	-0.185396	0.590921	0.106107	0.032826	-0.321332	-0.364124	-0.582538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.487769	0.244393	-1.402731	1.158190	-0.979336	-0.520471	-0.200821	1.321364	-1.248380	0.943146	0.516128	0.246620	-1.407482	1.169853	-1.040593	-0.537281	-0.207696	1.352687	-1.218688	1.005429	-0.359489	-0.033489	-0.247528	-0.200000	0.701185	0.171134	0.016078	-0.206615	-0.343500	-0.693367	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.484435	0.245590	-1.405136	1.155445	-0.968996	-0.518837	-0.199568	1.321325	-1.248332	0.932155	0.513549	0.246453	-1.410244	1.165285	-1.031313	-0.535167	-0.207128	1.349961	-1.221733	0.995737	-0.315120	-0.011491	-0.129442	-0.274743	0.694763	0.107844	0.029525	-0.216081	-0.194873	-0.760284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.480699	0.246374	-1.406542	1.151394	-0.958040	-0.517060	-0.197867	1.321488	-1.248789	0.919472	0.509495	0.246412	-1.412638	1.162287	-1.017243	-0.532708	-0.206133	1.347913	-1.225322	0.985801	-0.289745	0.012809	-0.253729	-0.271749	0.638286	0.084067	0.055297	-0.171662	-0.085790	-0.773955	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.476927	0.248411	-1.407715	1.147861	-0.945709	-0.515405	-0.196558	1.321449	-1.250106	0.903805	0.505122	0.246411	-1.414328	1.159700	-1.007523	-0.530254	-0.204998	1.346704	-1.226719	0.971310	-0.297676	0.001281	-0.147510	-0.212125	0.712900	0.113096	0.035773	-0.142793	-0.064413	-0.611309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.473745	0.250779	-1.409158	1.147130	-0.935092	-0.513936	-0.196414	1.321540	-1.251709	0.890938	0.500104	0.246427	-1.416145	1.157583	-0.997606	-0.527558	-0.203688	1.344572	-1.227725	0.962062	-0.315918	-0.013830	-0.112461	-0.171267	0.762237	0.171833	0.067554	-0.091051	-0.107641	-0.828850	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.470526	0.252340	-1.409079	1.145686	-0.925509	-0.512593	-0.196953	1.322224	-1.253554	0.878736	0.495295	0.246552	-1.417381	1.155803	-0.987238	-0.526025	-0.202424	1.343612	-1.229162	0.951707	-0.275866	0.003270	-0.088018	-0.125305	0.718316	0.177706	0.064916	-0.033533	-0.007274	-0.913418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.466980	0.253526	-1.407926	1.141723	-0.915968	-0.511366	-0.196675	1.322774	-1.255095	0.865318	0.490262	0.246730	-1.418403	1.152248	-0.978136	-0.523561	-0.201299	1.342936	-1.229692	0.934490	-0.243944	0.010796	-0.033229	-0.145137	0.556891	0.153866	0.053020	-0.045229	-0.014686	-0.960260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.463407	0.255376	-1.406810	1.137589	-0.905220	-0.509926	-0.196055	1.322492	-1.255387	0.847927	0.487462	0.246935	-1.419092	1.150253	-0.963497	-0.520670	-0.200291	1.342243	-1.230210	0.922783	-0.261689	-0.001247	-0.041709	-0.213423	0.617520	0.151482	0.065789	-0.116191	-0.060792	-0.814890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.460612	0.257411	-1.406232	1.135168	-0.894146	-0.508542	-0.195982	1.322470	-1.256808	0.832109	0.483510	0.247308	-1.420684	1.147988	-0.953395	-0.518565	-0.199394	1.341111	-1.230823	0.912468	-0.287891	0.021976	-0.094901	-0.220251	0.700355	0.158223	0.048454	-0.074433	-0.117747	-0.856188	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.458087	0.258825	-1.406405	1.134644	-0.885811	-0.506554	-0.196363	1.322670	-1.259547	0.821369	0.479666	0.247754	-1.421608	1.144821	-0.944081	-0.516617	-0.198577	1.340569	-1.231527	0.900252	-0.140457	0.040584	-0.114179	-0.301196	0.712128	0.019312	0.019967	-0.059788	-0.137402	-0.968496	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.456249	0.259962	-1.405271	1.131332	-0.880130	-0.505937	-0.197154	1.323707	-1.265259	0.814951	0.476086	0.248174	-1.422205	1.139728	-0.934754	-0.515161	-0.197888	1.340364	-1.233146	0.887461	-0.195507	0.006385	-0.077721	-0.253456	0.657471	0.061255	0.049688	-0.023427	-0.153325	-1.070457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.454764	0.261691	-1.403699	1.125096	-0.873301	-0.506233	-0.196861	1.323295	-1.268647	0.806548	0.472874	0.248703	-1.422494	1.136674	-0.920796	-0.514094	-0.197516	1.340299	-1.234172	0.868327	-0.232418	0.025066	-0.000793	-0.210296	0.536848	0.093366	0.042192	-0.002343	-0.144449	-0.822420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.453473	0.263941	-1.402210	1.119850	-0.863364	-0.506509	-0.195741	1.322617	-1.270590	0.794745	0.470026	0.249261	-1.422358	1.134440	-0.912116	-0.512815	-0.197191	1.340262	-1.235880	0.857230	-0.148869	0.018792	0.066224	-0.185042	0.615516	0.005847	0.007709	-0.035131	-0.150541	-0.748762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.452627	0.265723	-1.400347	1.116948	-0.853267	-0.506202	-0.195698	1.322999	-1.273641	0.784186	0.468148	0.249744	-1.422040	1.132030	-0.904249	-0.512026	-0.196981	1.340254	-1.238112	0.848055	-0.213796	0.018164	-0.007336	-0.182517	0.515204	-0.027332	0.006587	-0.048878	-0.203494	-0.811189	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.452088	0.267204	-1.398668	1.115855	-0.845385	-0.505712	-0.196788	1.323791	-1.276812	0.776118	0.465834	0.250519	-1.421540	1.127792	-0.896399	-0.511480	-0.196600	1.340277	-1.242799	0.837472	-0.171434	0.026244	0.048121	-0.189244	0.690123	-0.002733	0.037881	-0.008377	-0.271603	-0.890714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.451579	0.268273	-1.397777	1.113788	-0.837929	-0.505147	-0.196317	1.323950	-1.278522	0.768165	0.463747	0.250957	-1.421053	1.124496	-0.884602	-0.510935	-0.196136	1.340306	-1.245675	0.823457	-0.062509	0.004951	0.029240	-0.277157	0.533133	0.006706	0.007278	-0.028755	-0.201642	-0.703247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.451057	0.268567	-1.396220	1.109647	-0.830989	-0.505054	-0.195653	1.325010	-1.279824	0.758974	0.462506	0.251787	-1.420131	1.121632	-0.876718	-0.510172	-0.195922	1.340481	-1.248504	0.813796	-0.062085	0.041207	0.037820	-0.261521	0.489517	0.073953	-0.000435	0.004104	-0.233032	-0.712417	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.450612	0.269305	-1.395388	1.106870	-0.823959	-0.504016	-0.195473	1.326200	-1.281548	0.750243	0.461337	0.252713	-1.419293	1.118757	-0.869979	-0.509365	-0.195839	1.340589	-1.252487	0.805296	-0.051574	0.072750	0.049147	-0.298343	0.544480	-0.003074	-0.018655	0.000410	-0.197785	-0.695886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.450239	0.270313	-1.394436	1.105137	-0.816640	-0.502987	-0.195747	1.327547	-1.283582	0.741222	0.460521	0.253536	-1.418325	1.114014	-0.862524	-0.508815	-0.195717	1.340707	-1.254931	0.791092	-0.029585	0.031702	0.050280	-0.298536	0.595341	0.010162	0.012093	-0.006938	-0.201239	-0.620951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.449896	0.271123	-1.393286	1.102770	-0.809174	-0.502440	-0.195248	1.328924	-1.284536	0.730639	0.460116	0.254080	-1.417526	1.111442	-0.851970	-0.508609	-0.195636	1.340828	-1.257141	0.782556	-0.037855	0.060168	0.074821	-0.197356	0.422456	-0.037370	-0.004607	-0.060018	-0.173668	-0.564602	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.449650	0.272187	-1.392539	1.102166	-0.803689	-0.502089	-0.195473	1.329793	-1.285060	0.723404	0.459962	0.254949	-1.416154	1.109061	-0.844504	-0.508252	-0.195612	1.340973	-1.259109	0.776075	-0.080557	0.065341	0.035399	-0.197707	0.516836	0.031159	-0.010930	0.042853	-0.230234	-0.527561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.449526	0.272858	-1.391612	1.103427	-0.800587	-0.501570	-0.196388	1.331743	-1.287279	0.717907	0.459907	0.255970	-1.414765	1.107058	-0.837970	-0.507939	-0.195559	1.341075	-1.262484	0.768866	0.002413	0.037941	0.104739	-0.166335	0.536743	-0.035270	-0.009235	0.011265	-0.127712	-0.729745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.449199	0.273075	-1.390916	1.104164	-0.799661	-0.500939	-0.197360	1.332568	-1.286828	0.711573	0.459775	0.256894	-1.413639	1.104622	-0.831356	-0.507585	-0.195491	1.341265	-1.264588	0.756228	-0.062572	0.054975	0.083756	-0.068978	0.468941	-0.003527	0.003729	0.001126	-0.232618	-0.544075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.448728	0.273285	-1.390712	1.106332	-0.800097	-0.500498	-0.197812	1.332938	-1.284257	0.701944	0.459603	0.257862	-1.412735	1.103747	-0.822763	-0.507151	-0.195478	1.341763	-1.266173	0.748660	-0.044643	0.056679	0.085148	-0.076690	0.357471	-0.028270	-0.000790	0.031519	-0.127951	-0.452226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.448409	0.272920	-1.389609	1.109116	-0.803207	-0.500396	-0.199840	1.334375	-1.281600	0.691679	0.459399	0.258686	-1.410786	1.103475	-0.817846	-0.506507	-0.195507	1.342978	-1.267798	0.742178	-0.004464	0.026606	0.148100	0.009779	0.314918	0.018111	-0.004732	0.034559	-0.141911	-0.561688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.447923	0.272100	-1.389114	1.112430	-0.808543	-0.499665	-0.201612	1.335773	-1.279263	0.681457	0.459189	0.259319	-1.409620	1.103542	-0.814439	-0.505942	-0.195521	1.343851	-1.269480	0.734896	-0.035343	0.030578	0.039237	-0.023450	0.223422	0.008790	0.006506	0.059290	-0.028150	-0.614510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.447144	0.271402	-1.388896	1.113713	-0.813003	-0.499235	-0.202693	1.336639	-1.276148	0.671130	0.459001	0.259849	-1.408709	1.103798	-0.811916	-0.505150	-0.195702	1.344728	-1.269865	0.724183	-0.059368	0.014690	0.038820	0.004634	0.095624	0.053224	-0.034246	0.033846	-0.076097	-0.487186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.446539	0.271096	-1.388958	1.114740	-0.817851	-0.498887	-0.203500	1.337755	-1.276494	0.664676	0.458843	0.260157	-1.407969	1.104212	-0.810078	-0.504677	-0.195819	1.345800	-1.269894	0.716612	-0.040833	0.008448	-0.010077	0.000463	0.166596	-0.008636	-0.031342	0.101094	-0.042506	-0.614039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.446055	0.270347	-1.389049	1.115089	-0.820864	-0.498115	-0.204302	1.339353	-1.278729	0.659995	0.458665	0.260389	-1.407239	1.104659	-0.809371	-0.504412	-0.195963	1.347663	-1.269657	0.708578	-0.007573	0.036904	-0.001008	-0.034850	-0.018237	-0.063677	-0.006624	0.076412	-0.004251	-0.696517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.445930	0.270189	-1.388742	1.111530	-0.820788	-0.498362	-0.203921	1.340793	-1.282352	0.655629	0.458582	0.260637	-1.406488	1.105136	-0.809836	-0.504142	-0.196081	1.348617	-1.269077	0.700283	-0.021695	0.024628	-0.003590	0.045370	-0.110002	0.011080	-0.022763	0.014621	0.020513	-0.662889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013937	0.012215	-5.663965	-0.000178	0.000912	0.000431	-0.124347	0.100434	9.829373	1.000000	0.000000	0.000000	0.000000	
0.446201	0.271209	-1.388416	1.106486	-0.815163	-0.499041	-0.201987	1.341185	-1.289022	0.654549	0.458371	0.260840	-1.406265	1.105716	-0.810947	-0.503748	-0.196186	1.349413	-1.268960	0.689052	-0.058004	0.016421	0.006620	0.032454	-0.129648	0.001108	-0.025541	0.067765	0.002051	-0.499003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013860	0.012008	-5.664025	0.013643	-0.011552	0.016251	-0.058706	-0.255748	10.006927	1.000000	0.000000	0.000000	0.000000	
0.446827	0.272840	-1.387974	1.100523	-0.805241	-0.499869	-0.199631	1.340938	-1.299622	0.658834	0.458135	0.260929	-1.406196	1.105880	-0.812017	-0.503379	-0.196231	1.350130	-1.269058	0.682056	-0.030228	0.017927	-0.051682	0.045121	-0.121143	-0.024317	-0.013023	-0.014161	-0.003285	-0.412822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013845	0.011967	-5.664038	0.015026	-0.012798	0.017833	-0.052142	-0.291366	10.024681	1.000000	0.000000	0.000000	0.000000	
0.447823	0.275320	-1.387117	1.095218	-0.792241	-0.500412	-0.197621	1.340632	-1.311021	0.667413	0.457918	0.261092	-1.406182	1.105574	-0.812667	-0.502965	-0.196223	1.351315	-1.269635	0.676901	0.021405	0.002956	-0.015637	0.011491	-0.012114	-0.002432	-0.004792	-0.025844	-0.143403	-0.351860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011959	-5.664040	0.015164	-0.012923	0.017991	-0.051486	-0.294928	10.026457	1.000000	0.000000	0.000000	0.000000	
0.449337	0.278092	-1.386067	1.089166	-0.776315	-0.501050	-0.195238	1.340870	-1.322037	0.678491	0.457826	0.261327	-1.406300	1.104761	-0.811779	-0.502762	-0.196117	1.351892	-1.271786	0.673374	0.002140	-0.007847	-0.036460	-0.065154	0.110457	-0.010712	-0.014438	-0.054929	-0.220229	-0.234095	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015178	-0.012935	0.018007	-0.051420	-0.295284	10.026634	1.000000	0.000000	0.000000	0.000000	
0.450848	0.280499	-1.384777	1.084439	-0.761389	-0.501478	-0.193389	1.342162	-1.326572	0.688400	0.457832	0.261818	-1.406348	1.103702	-0.808936	-0.502406	-0.195894	1.352104	-1.274834	0.670996	-0.034682	0.025969	-0.035053	-0.027453	0.366988	0.030335	0.018331	-0.029920	-0.283745	0.018466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295320	10.026652	1.000000	0.000000	0.000000	0.000000	
0.452546	0.282255	-1.384380	1.084327	-0.751739	-0.501192	-0.192139	1.344249	-1.325162	0.695117	0.457833	0.262668	-1.406334	1.102448	-0.803812	-0.501923	-0.195752	1.352171	-1.279175	0.671563	-0.031385	0.040983	-0.013974	-0.131862	0.438007	0.020482	-0.006309	-0.051847	-0.324993	0.134453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013841	0.011957	-5.664041	0.015179	-0.012937	0.018008	-0.051413	-0.295323	10.026654	1.000000	0.000000	0.000000	0.000000	
